language_script	language	language_name	script	new_length	resource_bucket	resource_label	in_min30k_candidate_pool	table3_known_task_list_count	task_list_tasks	actionable_task_count	actionable_tasks	has_tatoeba_list	has_tatoeba_local	has_bible_list	bible_flag_head_tail	has_bible_source_ready	bible_shared_verses	bible_source_file	has_ner_list	has_ner_local	has_pos_list	has_pos_local	has_roundtrip_local_jsonl	has_roundtrip_bible_proxy	text_classification_status
leh_Latn	leh		Latn	59944	50k_100k	strict_low_30k_100k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7938	/disk3/moon/paralleltext/bibles/corpus/leh-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
bba_Latn	bba		Latn	61123	50k_100k	strict_low_30k_100k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7889	/disk3/moon/paralleltext/bibles/corpus/bba-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
ayr_Latn	ayr	Central Aymara	Latn	61570	50k_100k	strict_low_30k_100k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7899	/disk3/moon/paralleltext/bibles/corpus/ayr-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
ldi_Latn	ldi		Latn	61827	50k_100k	strict_low_30k_100k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7940	/disk3/moon/paralleltext/bibles/corpus/ldi-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
ote_Latn	ote	Mezquital Otomi	Latn	64224	50k_100k	strict_low_30k_100k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7934	/disk3/moon/paralleltext/bibles/corpus/ote-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
qub_Latn	qub	Huallaga Huánuco Quechua	Latn	64973	50k_100k	strict_low_30k_100k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7915	/disk3/moon/paralleltext/bibles/corpus/qub-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
cfm_Latn	cfm		Latn	70227	50k_100k	strict_low_30k_100k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7926	/disk3/moon/paralleltext/bibles/corpus/cfm-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
yom_Latn	yom	Yombe	Latn	74818	50k_100k	strict_low_30k_100k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7938	/disk3/moon/paralleltext/bibles/corpus/yom-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
gur_Latn	gur		Latn	76151	50k_100k	strict_low_30k_100k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/gur-x-bible-frafra.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
srm_Latn	srm	Saramaccan	Latn	76884	50k_100k	strict_low_30k_100k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7774	/disk3/moon/paralleltext/bibles/corpus/srm-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
rmy_Latn	rmy	Vlax Romani	Latn	76991	50k_100k	strict_low_30k_100k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/rmy-x-bible-vlax.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
mgh_Latn	mgh	Makhuwa-Meetto	Latn	78117	50k_100k	strict_low_30k_100k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	781	/disk3/moon/paralleltext/bibles/corpus/mgh-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
kjh_Cyrl	kjh	Khakas	Cyrl	79262	50k_100k	strict_low_30k_100k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7853	/disk3/moon/paralleltext/bibles/corpus/kjh-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
lhu_Latn	lhu	Lahu	Latn	87255	50k_100k	strict_low_30k_100k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7927	/disk3/moon/paralleltext/bibles/corpus/lhu-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
kaa_Cyrl	kaa	Kara-Kalpak	Cyrl	88815	50k_100k	strict_low_30k_100k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7880	/disk3/moon/paralleltext/bibles/corpus/kaa-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
miq_Latn	miq	Mískito	Latn	94343	50k_100k	strict_low_30k_100k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7927	/disk3/moon/paralleltext/bibles/corpus/miq-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
alt_Cyrl	alt	Southern Altai	Cyrl	95148	50k_100k	strict_low_30k_100k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7892	/disk3/moon/paralleltext/bibles/corpus/alt-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
gkn_Latn	gkn		Latn	97041	50k_100k	strict_low_30k_100k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7913	/disk3/moon/paralleltext/bibles/corpus/gkn-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
djk_Latn	djk	Eastern Maroon Creole	Latn	99234	50k_100k	strict_low_30k_100k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7866	/disk3/moon/paralleltext/bibles/corpus/djk-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
nap_Latn	nap	Neapolitan	Latn	65826	50k_100k	strict_low_30k_100k	yes	2	NER,POS	1	NER	no	no	no		no	0		yes	yes	yes	no	no	no	not_available_locally_no_language_list
grn_Latn	grn	Guarani	Latn	87568	50k_100k	strict_low_30k_100k	yes	2	NER,POS	1	NER	no	no	no		no	0		yes	yes	yes	no	no	no	not_available_locally_no_language_list
frr_Latn	frr	Northern Frisian	Latn	55254	50k_100k	strict_low_30k_100k	yes	1	NER	1	NER	no	no	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
mzn_Arab	mzn	Mazanderani	Arab	73719	50k_100k	strict_low_30k_100k	yes	1	NER	1	NER	no	no	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
grc_Grek	grc	Ancient Greek (to 1453)	Grek	96986	50k_100k	strict_low_30k_100k	yes	2	Bible,POS	0	none	no	no	yes	0	no	0	/disk3/moon/paralleltext/bibles/corpus/grc-x-bible-accented.txt	no	no	yes	no	no	no	not_available_locally_no_language_list
dzo_Tibt	dzo	Dzongkha	Tibt	52732	50k_100k	strict_low_30k_100k	yes	1	Bible	0	none	no	no	yes	0	no	0		no	no	no	no	no	no	not_available_locally_no_language_list
ajp_Arab	ajp	South Levantine Arabic	Arab	83297	50k_100k	strict_low_30k_100k	yes	1	POS	0	none	no	no	no		no	0		no	no	yes	no	no	no	not_available_locally_no_language_list
hbo_Hebr	hbo	Ancient Hebrew	Hebr	96484	50k_100k	strict_low_30k_100k	yes	1	POS	0	none	no	no	no		no	0		no	no	yes	no	no	no	not_available_locally_no_language_list
mhr_Cyrl	mhr	Eastern Mari	Cyrl	100474	100k_300k	low_100k_300k	yes	3	Tatoeba,Bible,NER	4	Tatoeba,Bible,NER,RoundtripBibleProxy	yes	yes	yes	0	yes	7842	/disk3/moon/paralleltext/bibles/corpus/mhr-x-bible.txt	yes	yes	no	no	no	yes	not_available_locally_no_language_list
cbk_Latn	cbk	Chavacano	Latn	118789	100k_300k	low_100k_300k	yes	3	Tatoeba,Bible,NER	4	Tatoeba,Bible,NER,RoundtripBibleProxy	yes	yes	yes	0	yes	7926	/disk3/moon/paralleltext/bibles/corpus/cbk-x-bible.txt	yes	yes	no	no	no	yes	not_available_locally_no_language_list
kab_Latn	kab	Kabyle	Latn	176015	100k_300k	low_100k_300k	yes	2	Tatoeba,Bible	3	Tatoeba,Bible,RoundtripBibleProxy	yes	yes	yes	0	yes	7918	/disk3/moon/paralleltext/bibles/corpus/kab-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
hsb_Latn	hsb	Upper Sorbian	Latn	104802	100k_300k	low_100k_300k	yes	3	Tatoeba,NER,POS	2	Tatoeba,NER	yes	yes	no		no	0		yes	yes	yes	no	no	no	not_available_locally_no_language_list
sme_Latn	sme	Northern Sami	Latn	146803	100k_300k	low_100k_300k	yes	2	Bible,POS	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7934	/disk3/moon/paralleltext/bibles/corpus/sme-x-bible.txt	no	no	yes	no	no	yes	not_available_locally_no_language_list
wol_Latn	wol	Wolof	Latn	146992	100k_300k	low_100k_300k	yes	2	Bible,POS	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7916	/disk3/moon/paralleltext/bibles/corpus/wol-x-bible.txt	no	no	yes	no	no	yes	not_available_locally_no_language_list
quc_Latn	quc	K'iche'	Latn	181559	100k_300k	low_100k_300k	yes	2	Bible,POS	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7935	/disk3/moon/paralleltext/bibles/corpus/quc-x-bible-1995.txt	no	no	yes	no	no	yes	not_available_locally_no_language_list
pcm_Latn	pcm	Nigerian Pidgin	Latn	187594	100k_300k	low_100k_300k	yes	2	Bible,POS	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/pcm-x-bible.txt	no	no	yes	no	no	yes	not_available_locally_no_language_list
ina_Latn	ina	Interlingua (International Auxiliary Language Association)	Latn	197315	100k_300k	low_100k_300k	yes	2	Tatoeba,NER	2	Tatoeba,NER	yes	yes	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
wuu_Hani	wuu	Wu Chinese	Hani	224088	100k_300k	low_100k_300k	yes	2	Tatoeba,NER	2	Tatoeba,NER	yes	yes	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
pms_Latn	pms	Piemontese	Latn	227748	100k_300k	low_100k_300k	yes	2	Tatoeba,NER	2	Tatoeba,NER	yes	yes	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
kmr_Latn	kmr	Northern Kurdish	Latn	256677	100k_300k	low_100k_300k	yes	2	Bible,POS	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7930	/disk3/moon/paralleltext/bibles/corpus/kmr-x-bible.txt	no	no	yes	no	no	yes	not_available_locally_no_language_list
alz_Latn	alz		Latn	104392	100k_300k	low_100k_300k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7940	/disk3/moon/paralleltext/bibles/corpus/alz-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
nse_Latn	nse		Latn	105189	100k_300k	low_100k_300k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7926	/disk3/moon/paralleltext/bibles/corpus/nse-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
toh_Latn	toh		Latn	107583	100k_300k	low_100k_300k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7939	/disk3/moon/paralleltext/bibles/corpus/toh-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
naq_Latn	naq	Khoekhoe	Latn	109747	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7939	/disk3/moon/paralleltext/bibles/corpus/naq-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
nyy_Latn	nyy		Latn	115914	100k_300k	low_100k_300k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7940	/disk3/moon/paralleltext/bibles/corpus/nyy-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
ngu_Latn	ngu	Guerrero Nahuatl	Latn	116851	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7916	/disk3/moon/paralleltext/bibles/corpus/ngu-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
bhw_Latn	bhw		Latn	117381	100k_300k	low_100k_300k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7929	/disk3/moon/paralleltext/bibles/corpus/bhw-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
meu_Latn	meu	Motu	Latn	120273	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7936	/disk3/moon/paralleltext/bibles/corpus/meu-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
cce_Latn	cce		Latn	120636	100k_300k	low_100k_300k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7940	/disk3/moon/paralleltext/bibles/corpus/cce-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
udm_Cyrl	udm	Udmurt	Cyrl	121705	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7929	/disk3/moon/paralleltext/bibles/corpus/udm-x-bible-ibt.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
bzj_Latn	bzj	Belize Kriol English	Latn	124958	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7832	/disk3/moon/paralleltext/bibles/corpus/bzj-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
tsz_Latn	tsz		Latn	133251	100k_300k	low_100k_300k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7940	/disk3/moon/paralleltext/bibles/corpus/tsz-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
ahk_Latn	ahk	Akha	Latn	135068	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7067	/disk3/moon/paralleltext/bibles/corpus/ahk-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
mgr_Latn	mgr		Latn	138953	100k_300k	low_100k_300k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7940	/disk3/moon/paralleltext/bibles/corpus/mgr-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
bum_Latn	bum		Latn	141673	100k_300k	low_100k_300k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7938	/disk3/moon/paralleltext/bibles/corpus/bum-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
gom_Latn	gom	Goan Konkani	Latn	143937	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7802	/disk3/moon/paralleltext/bibles/corpus/gom-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
hif_Latn	hif	Fiji Hindi	Latn	147261	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7853	/disk3/moon/paralleltext/bibles/corpus/hif-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
mxv_Latn	mxv		Latn	147591	100k_300k	low_100k_300k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/mxv-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
ksw_Mymr	ksw	S'gaw Karen	Mymr	147674	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7709	/disk3/moon/paralleltext/bibles/corpus/ksw-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
nav_Latn	nav	Navajo	Latn	147702	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/nav-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
kmr_Cyrl	kmr		Cyrl	151728	100k_300k	low_100k_300k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7930	/disk3/moon/paralleltext/bibles/corpus/kmr-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
pdt_Latn	pdt		Latn	155485	100k_300k	low_100k_300k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7937	/disk3/moon/paralleltext/bibles/corpus/pdt-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
arn_Latn	arn	Mapudungun	Latn	155882	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7905	/disk3/moon/paralleltext/bibles/corpus/arn-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
mck_Latn	mck		Latn	157521	100k_300k	low_100k_300k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/mck-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
qug_Latn	qug		Latn	162500	100k_300k	low_100k_300k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7912	/disk3/moon/paralleltext/bibles/corpus/qug-x-bible-chimborazo.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
ndc_Latn	ndc		Latn	174305	100k_300k	low_100k_300k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7940	/disk3/moon/paralleltext/bibles/corpus/ndc-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
tuk_Cyrl	tuk	Turkmen	Cyrl	175769	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7906	/disk3/moon/paralleltext/bibles/corpus/tuk-x-bible-cyrillic.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
yao_Latn	yao	Yao	Latn	179965	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7935	/disk3/moon/paralleltext/bibles/corpus/yao-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
kss_Latn	kss		Latn	185868	100k_300k	low_100k_300k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7818	/disk3/moon/paralleltext/bibles/corpus/kss-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
toj_Latn	toj	Tojolabal	Latn	189651	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7852	/disk3/moon/paralleltext/bibles/corpus/toj-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
ncj_Latn	ncj	Northern Puebla Nahuatl	Latn	192962	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7916	/disk3/moon/paralleltext/bibles/corpus/ncj-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
nch_Latn	nch	Central Huasteca Nahuatl	Latn	193129	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7935	/disk3/moon/paralleltext/bibles/corpus/nch-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
btx_Latn	btx		Latn	193701	100k_300k	low_100k_300k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7895	/disk3/moon/paralleltext/bibles/corpus/btx-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
tyv_Cyrl	tyv	Tuvinian	Cyrl	198649	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7868	/disk3/moon/paralleltext/bibles/corpus/tyv-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
mau_Latn	mau	Huautla Mazatec	Latn	199134	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7940	/disk3/moon/paralleltext/bibles/corpus/mau-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
kri_Latn	kri		Latn	201087	100k_300k	low_100k_300k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7909	/disk3/moon/paralleltext/bibles/corpus/kri-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
ctu_Latn	ctu	Chol	Latn	201662	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7918	/disk3/moon/paralleltext/bibles/corpus/ctu-x-bible-tili.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
kbp_Latn	kbp	Kabiyè	Latn	202877	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7905	/disk3/moon/paralleltext/bibles/corpus/kbp-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
cak_Latn	cak	Kaqchikel	Latn	204472	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7932	/disk3/moon/paralleltext/bibles/corpus/cak-x-bible-eastern.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
qvi_Latn	qvi	Imbabura Highland Quichua	Latn	205447	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/qvi-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
kac_Latn	kac	Kachin	Latn	205542	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7938	/disk3/moon/paralleltext/bibles/corpus/kac-x-bible-common.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
sop_Latn	sop		Latn	206501	100k_300k	low_100k_300k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/sop-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
kek_Latn	kek	Kekchí	Latn	209932	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/kek-x-bible-1988.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
iba_Latn	iba	Iban	Latn	213615	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7924	/disk3/moon/paralleltext/bibles/corpus/iba-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
plt_Latn	plt	Plateau Malagasy	Latn	220413	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/plt-x-bible-1865.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
tzh_Latn	tzh		Latn	230706	100k_300k	low_100k_300k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7724	/disk3/moon/paralleltext/bibles/corpus/tzh-x-bible-oxchuc.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
mco_Latn	mco	Coatlán Mixe	Latn	231209	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7836	/disk3/moon/paralleltext/bibles/corpus/mco-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
top_Latn	top	Papantla Totonac	Latn	239232	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7877	/disk3/moon/paralleltext/bibles/corpus/top-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
cab_Latn	cab	Garifuna	Latn	240101	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7930	/disk3/moon/paralleltext/bibles/corpus/cab-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
nyn_Latn	nyn		Latn	241992	100k_300k	low_100k_300k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7936	/disk3/moon/paralleltext/bibles/corpus/nyn-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
nia_Latn	nia		Latn	247406	100k_300k	low_100k_300k	no	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7894	/disk3/moon/paralleltext/bibles/corpus/nia-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
mam_Latn	mam	Mam	Latn	248348	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7864	/disk3/moon/paralleltext/bibles/corpus/mam-x-bible-central.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
guc_Latn	guc	Wayuu	Latn	249044	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7646	/disk3/moon/paralleltext/bibles/corpus/guc-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
nbl_Latn	nbl	South Ndebele	Latn	259158	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/nbl-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
fon_Latn	fon	Fon	Latn	268566	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7905	/disk3/moon/paralleltext/bibles/corpus/fon-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
nde_Latn	nde	North Ndebele	Latn	269931	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7941	/disk3/moon/paralleltext/bibles/corpus/nde-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
gym_Latn	gym	Ngäbere	Latn	274512	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7787	/disk3/moon/paralleltext/bibles/corpus/gym-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
zai_Latn	zai	Isthmus Zapotec	Latn	277632	100k_300k	low_100k_300k	yes	1	Bible	2	Bible,RoundtripBibleProxy	no	no	yes	0	yes	7914	/disk3/moon/paralleltext/bibles/corpus/zai-x-bible.txt	no	no	no	no	no	yes	not_available_locally_no_language_list
bod_Tibt	bod	Tibetan	Tibt	273489	100k_300k	low_100k_300k	yes	2	Bible,NER	1	NER	no	no	yes	0	no	0	/disk3/moon/paralleltext/bibles/corpus/bod-x-bible.txt	yes	yes	no	no	no	no	not_available_locally_no_language_list
vls_Latn	vls	Vlaams	Latn	101900	100k_300k	low_100k_300k	yes	1	NER	1	NER	no	no	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
szl_Latn	szl	Silesian	Latn	112496	100k_300k	low_100k_300k	yes	1	NER	1	NER	no	no	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
diq_Latn	diq	Dimli (individual language)	Latn	128908	100k_300k	low_100k_300k	yes	1	NER	1	NER	no	no	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
mwl_Latn	mwl	Mirandese	Latn	150054	100k_300k	low_100k_300k	yes	1	NER	1	NER	no	no	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
xmf_Geor	xmf	Mingrelian	Geor	174994	100k_300k	low_100k_300k	yes	1	NER	1	NER	no	no	no		no	0		yes	yes	no	no	no	no	not_available_locally_no_language_list
