sample_id	iso	language	split	sample_type	verse_id	char_len	text
failure_cop_01	cop	Coptic	train	long_train_candidate	b.REV.20.4	269	ⲞⲨⲞϨ ⲀⲒⲚⲀⲨ ⲈϨⲀⲚⲐⲢⲞⲚⲞⲤ ⲈⲀⲨϨⲈⲘⲤⲒ ϨⲒϪⲰⲞⲨ ⲀⲨϮϨⲀⲠ ⲚⲰⲞⲨ ⲈⲐⲂⲈ ⲚⲒⲮⲨⲬⲎ ⲚⲦⲈⲚⲎ ⲈⲦⲀⲨϦⲞⲐⲂⲞⲨ ⲈⲐⲂⲈ ϮⲘⲈⲦⲘⲈⲐⲢⲈ ⲚⲦⲈⲒⲎⲤⲞⲨⲤ ⲚⲈⲘ ⲠⲒⲤⲀϪⲒ ⲚⲦⲈⲪⲚⲞⲨϮ ⲚⲈⲘ ⲚⲎ ⲈⲦⲈ ⲘⲠⲞⲨⲞⲨⲰϢⲦ ⲘⲠⲒⲐⲎⲢⲒⲞⲚ ⲞⲨⲆⲈ ⲦⲈϤϨⲨⲔⲰⲚ ⲚⲈⲘ ⲚⲎ ⲈⲦⲈ ⲘⲠⲞⲨϬⲒ ⲚⲦⲈϤⲦⲈⲂⲤ ⲈⲦⲞⲨⲦⲈϨⲚⲒ ⲚⲈⲘ ⲦⲞⲨϪⲒϪ ⲀⲨⲰⲚϦ ⲚⲈⲘⲀϤ ⲞⲨⲞϨ ⲀⲨⲈⲢⲞⲨⲢⲞ ⲚⲈⲘ ⲠⲬⲢⲒⲤⲦⲞⲤ ⲚⲞⲨϢⲞ ⲚⲢⲞⲘⲠⲒ.
sample_kbh_01	kbh	Camsa	train	regular_train	b.MAT.1.1	99	Quemënga imnamna Jesucristbe bëts taitanga: Jesucristna Rey David y Abrahámbents̈ana ents̈á inamna.
sample_kbh_02	kbh	Camsa	train	regular_train	b.MAT.1.2	473	Abraham yojamna Isaacbe taitá; Isaacna Jacobëbe taitá y Jacob, Judá y chabe cats̈átangbe taitá. Judá, Fares y Zarabe taitá; y chatbe mamá Tamar yojamna; Fares Esrombe taitá y mua Arambe taitá. Aram Aminadabëbe taitá; Aminadab Naasonbe taitá y Naasón Salmonbe taitá. Salmón Boozbe taitá y muabe mamá Rahab yojamna; Booz Obedbe taitá y muabe mamá Rut yojamna; y Obedna Isaíbe taitá. Isaí Rey Davidbe taitá; David Salomonbe taitá y muabe mamá yojamna chë Uríasbe shema inamná.
sample_kbh_03	kbh	Camsa	train	regular_train	b.MAT.1.7	442	Salomón Roboambe taitá; Roboam Abíasbe taitá y Abíasna Asabe taitá; Asa Josafatbe taitá; Josafat Jorambe taitá y Joramna Uzíasbe taitá. Uzías Jotambe taitá, Jotam Acazbe taitá y Acazna Ezequíasbe taitá. Ezequías Manasesbe taitá; Manasés Amonbe taitá y Amón Josíasbe taitá. Josíasna Jeconías y chabe cats̈átangbe taitá yojamna. Chë Babilonioca ents̈anga chë israelitënga tmojánishëche y choca imojanëtámena ora, Josías chë básenga yojánabamna.
sample_kbh_04	kbh	Camsa	train	regular_train	b.MAT.1.12	432	Ya Babilonioca ndutámenënga ora; Jeconías Salatielbe taitá; Salatiel Zorobabelbe taitá. Zorobabel Abiudbe taitá; Abiud Eliaquimbe taitá y Eliaquimna Azorbe taitá. Azor Sadocbe taitá; Sadoc Aquimbe taitá y Aquimna Eliudbe taitá. Eliud Eleazarbe taitá; Eleazar Matanbe taitá y Matán Jacobëbe taitá. Jacob Josebe taitá yojamna y Josena Mariybe boyá. María Jesusbe mamá, Jesús chë Bëngbe Bëtsabe Uámana Uabuayaná, chë Cristo ca uabainá.
sample_kbh_05	kbh	Camsa	train	regular_train	b.MAT.1.17	307	Chcasna, Abrahámbents̈ana Davidbentscoñe bnë́tsana canta bëts pamíllanga imojëftsemna. Davídbents̈ana y chë israelitënga Babilonioca imojanëtamenëntscuana inÿe bnë́tsana canta bëts pamíllanga; y inÿe bnë́tsana canta bëts pamíllanga chë Israeloca ents̈anga imojanëtamenents̈ana, chë Cristo tojanonÿnántscoñe.
sample_kbh_06	kbh	Camsa	train	regular_train	b.MAT.1.18	201	Jesucristo jónÿnanamna mënts̈á tojanopasá: María tbojans̈buachená Joséftaca jobouamayama, pero cabá ndoñe cánÿiñe ibontsiyena ora, tojanopasá Mariyna ngomamaná yojoquéda chë Uámana Espíritbe obenánaca.
sample_kbh_07	kbh	Camsa	train	regular_train	b.MAT.1.19	195	José, Mariybe boyá, canÿe nÿetsca soyënguiñe ts̈abá jamama bos̈á inamna. Cha ndoñe yontsebos̈e ents̈angbe delante cha mal jaquédana; chíyecna tojanjuabó nÿe iytëcana Maríybents̈ana jtsojuánañana.
sample_kbh_08	kbh	Camsa	train	regular_train	b.MAT.1.20	276	Y chca yojtsejuabnantscuana, mo otjenayoquëcá canÿe Bëngbe Bëtsabe ángel tbojáninÿe y chana Josébioye tbojaniyana: “José, Davídbents̈ana ents̈á, ndoñe matenócochinÿenana Maríaftaca jobouamayama, er chë bochántsebomna s̈es̈ona chë Uámana Espíritbe obenánaca cha bochántsebomna.
sample_kbh_09	kbh	Camsa	train	regular_train	b.MAT.1.21	180	María canÿe s̈es̈ona bochántsebomna y cha Jesús ca cochjuabaye. Chca echantsabaina er cha chabe ents̈anga chëngbe bacna soyënguents̈ana echanjátsebacaye ca” —chë ángel tbojaniyana.
sample_kbh_10	kbh	Camsa	train	regular_train	b.MAT.1.22	151	Lempe chca tojanochnëngo, cachcá chaotsemnama nts̈amo Bëngbe Bëtsá chabe juabna oyebuambnayëngbiajana tojanayancá. Chë oyebuambnayá mënts̈á tojánayana:
failure_kbh_01	kbh	Camsa	train	long_train_candidate	b.ACT.7.1	12215	Chora chë bachnangbe más uámana amëndayá, Estébanbioye tbojantjá: —¿Nts̈amo acbiama montsichamcá ndegombre yojtsemna ca? 2 As Esteban tojanë́jua: —Taitanga y baconga, mouenënga. Bëngbe Bëtsá, chë corente uamaná endmëná, Abrahámbioye tbojánebëbocna, cha Mesopotamioca yojaniyena ora; tbojánebëbocna, Harán bëts puebloca joyénanama cabá nda ora, 3 y Bëngbe Bëtsá tbojaniyana: “Metseboshjona acbe fshantse y acbe pamíllanga y cbochanjinÿinÿiye luaroye cochjá ca.” 4 As Abraham chabe luare Caldea tojë́ftsanboshjona y tojána Haránoca joyénanama. Chabe taitá tojanóbanents̈ana, Bëngbe Bëtsá Abrahámbioye chë luaroye tbojanánatse, chë mora ts̈ëngaftanga s̈montsiyenents̈e. 5 Pero quem luariñe ni mo base fshantse ndoñe tbonjëftsanats̈etá, ni mo ndayents̈e jtsiyenama. Pero aíñe Abrahámbioye tbojans̈buachená chë fshantse jats̈etayama, chabiama y chabe básengbiama, Abraham tojóbanents̈ana. Chca tbojans̈buachená ora, Abraham ni canÿe s̈es̈ona bonjánbomna. 6 Y Bëngbe Bëtsá mënts̈á tbojaniyana: “Chë ácbents̈ana ents̈anga, ínÿengbe luaroca áshjajnënga mochántsemna, y choca oyenënga chëngbe oservénënga chë́ngbioye mochanjábiama y canta patse uatëntscuana jabuache mochanjasufrina ca.” 7 Y mënts̈ánaca tbojaniyana: “Pero ats̈e chanjácastigaye chca oservénënga chacmojábiama luarents̈a ents̈anga; y as, chents̈ana chë ácbents̈ana ents̈anga mochanjésebocana y mora bontsemna luaroye mochanjésabo y muents̈e ats̈e s̈mochántsadorana ca.” 8 Bëngbe Bëtsá Abrahámbioye tbojans̈buachená nÿe cha y chabe básengbe Taitá cha jtsemnama y jamama ts̈abe bendicionënga chë́ngbeñe chaotsemnama, y chama, chaotsinÿnamna tbojanmandá chabe s̈es̈ona, boyabásetema tojonÿná ora, base bobachtema chë más delicadents̈e jatëts̈ana. Chíyeca, chabe uaquiñá Isaac tojanonÿná ora, posufta tianoye Abraham base bobachtema chë más delicadents̈e tbojantëts̈e. Isaac cachcá tojanma chabe uaquiñá Jacóboftaca y Jacob cachcá tojanma chë chabe bnë́tsana uta uaquiñë́ngaftaca. Chënga monjamna chë Israeloca bnë́tsana uta bëts pamíllangbe taitanga. 9 “Quem uaquiñënga bëngbe bëts taitanga monjamna. Chëngna, chëngbe uabentsá Josébioye envidia imnabomna y tmojtsatanobuiye, Egiptoye canÿe oservenacá chamotsánatseñama. Pero Bëngbe Bëtsá Josébioye nÿets tempo ibnauájabuachana, 10 chíyeca nÿetsca chabe ngmenënguents̈ana tbojanatsbocá y Bëngbe Bëtsá tojanma cha chaotsetats̈ëmbuama ts̈abá jóyebuambayama chë Egiptoca réybents̈e, Faraón ca uabainá. Bëngbe Bëtsá tojanma chë Faraón chaoyejuá nts̈amo José yojamnama; chíyeca Faraón Josébioye tbojánbema Egiptoca mandado y chabe yebnënguents̈e oyenëngbiámnaca. 11 “Chë tempo, Egiptó y Canaán luariñe bëts shëntsana tojanóshjango y puerte ngménana yojtsemna y bëngbe bëts taitanga ndoñe imontsobena saná jónÿenama. 12 Pero Jacob tojántats̈ëmbona Egiptoca saná yojtsemnama; asna, chabe uaquiñënga, chë bëngbe bëts taitanga choye tojanichamó. Chora yojamna chë natsanama chënga Egiptoye jama. 13 Uta soyama chënga tmojtesaná ora, José chabe cats̈átanga tojanë́yana: ‘Ats̈e José sëndmëna, ts̈ëngaftangbe uabentsá ca.’ Chca chë Faraón Josebe pamíllangbiama tojántats̈ëmbona. 14 Chents̈ana, José tojanmandá chabe taitá Jacob y nÿetsca pamíllanga Egiptoye chamotsama. Canÿsëfta bnë́tsana shachnënga imojamna chë Egiptoye tmojánanga. 15 Chcasna, Jacob Egiptoye tojána choca joyénanama. Choca cha tojanóbana y chë inÿe bëngbe bëts taitángnaca. 16 Jacob y chabe básenga, nts̈amo imojtsobancá, chëngbe cuerpo Siquem bëts puebloye imojtsatambaye y tmojanëtebuantsá, Abraham tojëftsanbuamé cuevëshënguiñe. Abraham canÿe crocenánama Hamorbe uaquiñë́ngbioye, chëshënga yojtëyents̈buamiñe Siquem puebloca. 17 “Nts̈amo Bëngbe Bëtsá Abrahámbioye tbojans̈buachenacá jamama yojtsobeco ora, Egiptoca corente tmojanoboté Israeloca ents̈anga y banga chënga imojtsemna. 18 Cabana, Egiptoca inÿe rey tojanojayé y cha Josébioye ndoñe tbonjanabuátmana. 19 Chë reyna, bëngbe ents̈anga, chë bëngbe bëts taitángbioye tojanaingñé y tojanma chënga puerte chamosufrima; tojanamëndá, chë tmojtsónÿna s̈es̈onatémënga cachcá jtsë́nÿayana chamotsóbanama. 20 Chë tempo canÿe básetema tojanonÿná y cha Moisés ca tmojanabaye. Bëngbe Bëtsá Moisesbiama oyejuayá yojtsemna y chabe bëtsë́tsata cach yebnents̈e tmojanboché unga ishinÿëntscuana. 21 Cachcá jonÿayama yojtsamna orna, Faraonbe bembe tbojanocñe y mo cachabe uaquiñá cuenta tbojanboché. 22 Chca, chë Egiptoquënga imnatáts̈ëmbo soyënga Moisés tmojanbuatëmbá y canÿe uámana ents̈á tojánbocna jóyebuambayama y ndayánaca jamama. 23 “Canta bnë́tsana uata tojánashjache ora, tojanenojuabó jama jtsetats̈ëmbuama nts̈amo chë Israeloquënga, chabe ents̈anga imojtsemnama. 24 Canÿe, Moisés tojáninÿe canÿe Egiptocá canÿe Israelocábioye ibojtsejants̈etaye ora; as Moisés tbojanoboguiyaná y chë Egiptocábioye tbojtsanóba. 25 Moisés yojtsanjuabnaye chë Israeloquënga yojtsósertana, Bëngbe Bëtsá yochjanma cach Moisesbe obenánaca chë Egiptoca mandents̈ana chë́ngbioye játsebacama ca. Pero chë Israeloquënga ndoñe yontsë́sertana. 26 Yëfsana, Moisés tojánanÿena útata, cach Israelocata, ibojtsentsjanaye; chora cha betsco tojána jetsë́uyanama y tojanë́yana: ‘Tsëndata cats̈ata s̈ondmëna, ¿ndáyeca s̈ojtsentsjanata ca?’ 27 As, chë ínÿabioye ibojtsetsjanayá Moisésbioye tbojtsanajuatsënts̈e y tbojaniyana: ‘¿Nda bë́ngbeñe tcmënjajayé mandado y chë ts̈abá o ndoñe ts̈abá fstsamama chacuayanama ca? 28 ¿Cojtsebos̈e áts̈naca jóbama, nts̈amo tonjopasá yëfse chë Egiptocábioye tconjobacá ca?’ 29 Moisés chca tojanuena ora, Madián luaroye tojtsanachá y choca yojoyena inÿe luarocana ashjangonacá. Chents̈e uta uaquiñata yojë́ftsabamna. 30 “Chents̈ana canta bnë́tsana uatëse, ents̈anga ndoyena luariñe, Sinaí tjañe béconana, canÿe ángel tbojánebëbocna zarzë́sha yojtsángbototjuanents̈e. 31 Moisés yojenjnaná ndayá yojtsonÿama y ts̈abá jinÿama tojanobeconá ora, tojanuena Bëngbe Bëtsá mënts̈á ibojtsatsëtsnaye: 32 ‘Ats̈e acbe bëts taitangbe Bëtsá sëndmëna, Abraham, Isaac y Jacobëbe Bëtsá ca.’ Moisés chama tojanëuatjaná, ibojtsengmëmnaye y añemo ndoñe yontsebomna choye jontjes̈iyama. 33 As Bëngbe Utabná tbojaniyana: ‘Motsenóshecbotsca, er aca contsemnents̈e nÿe ats̈biama luare endmëna, er áts̈naca chents̈e së́ntsemna. 34 Ndegombre sënjinÿe nts̈amo ats̈be ents̈anga Egiptoca montsesufrina y sënjouena chëngbe oyabojuayana, y ats̈e sënjabo chënga jabátsebacama. Chcasna, mabouena, Egiptoye cbochanjíchmua ca’ —Bëngbe Bëtsá tbojaniyana.” 35 Chents̈ana Esteban tojanë́yana: “Quem Moisés ents̈anga tmojtsanaboté y tmojaniyana: ‘¿Nda bë́ngbeñe tcmënjajayé mandado y chë ts̈abá o ndoñe ts̈abá fstsamama chacuayanama ca?’ Masque chca, Bëngbe Bëtsá mo mandayacá y atsebacayacá tbojesanichmó, chë zarzëshents̈e tojanobinÿná ángeloftaca. 36 As Moisés, bëngbe bëts taitanga Egiptocana tojésanëbuacna y bëts soyënga tojanma, y inÿe soyënga Bëngbe Bëtsabe obenana jinÿanÿiyama Egiptents̈e, chë Buángana ca uabaina mar béjayents̈e y ents̈anga ndoyena luarents̈e, canta bnë́tsana uatëntscuana. 37 Cach Moisés Israeloca ents̈anga mënts̈á tojanë́yana: ‘Bëngbe Bëtsá ts̈ëngaftanguents̈ana canÿa bochanjábema ats̈cá Bëngbe Bëtsabe juabna oyebuambnayá ca.’ 38 Moisés Israeloca ents̈ángaftaca yojë́ftsemna chë ents̈anga ndoyena luaroca. Choca chë ents̈anga tmojánenefjna Sinaí tjañe béconana. Chents̈na canÿe ángel Moisésoftaca tojanoyebuambá, bëngbe bëts taitángbioye chë buayenana soye Moisés chaóyebuambama, chë ents̈anga ts̈abe vida jónÿenama palabrënga; y Moisés chca tojanma, bë́ngnaca chë palabrënga jouenama jobenayama. 39 “Pero bëngbe bëts taitanga ndoñe tmonjánbos̈ena joyeunayama, masna nÿe tmojtsanaboté y Egiptoye jesshë́conama imojtsaisebos̈e. 40 Moisés cabá chë tja tsjuanoca chë ángeloftaca yojtsemna ora, chëngbe bachnangbe más uámana amëndayá Aarónbioye mënts̈á tmojaniyana: ‘Bëngbe Bëtsabe cuenta s̈mayents̈pormá canÿe buashinÿinÿana soye jadórama, bënga chas̈únatsama. Er bënga quemátstats̈ëmbo ndayá yojtsopasana Moisés, chë Egiptocana s̈onjëftsëbuacnáftaca ca.’ 41 As tmojanma canÿe buashinÿinÿana soye mo canÿe uacnabecá y cha jadórama ba bayënga tmojanëbaye, y tmojanóboyejuanga cachënga chë soye tmojanpormáyeca. 42 Chë causa, Bëngbe Bëtsá chë́ngbents̈ana tojtsanojuánañe y cachcá tojesanë́nÿaye chëngbe bacna soyënga causa, estrellatémënga chamotsadoránama. Chca jochnënguama, Bëngbe Bëtsabe juabna oyebuambayëngbe librë́s̈añe mënts̈á endayana, nts̈amo Bëngbe Bëtsá tojanayancá: Israeloca ents̈anga, ¿Ats̈e jëtschuayama bayënga ches̈mënjanëbaye y chë soyënga ches̈mënjanáts̈ëmbona, chë canta bnë́tsana uata ents̈anga ndoyena luarents̈e ts̈ëngaftanga s̈monjë́ftsemna ora? 43 Ats̈e jadóra cuentna, chë Molocbiama jebna soye s̈monjanacutsá y cha s̈monjánadorana, y chë Refánbe estréllacnaca cachcá s̈monjánama. Chë soyënga mo Bëngbe Bëtsá cuenta s̈monjánbomna y cach ts̈ëngaftanga s̈monjanobopormá jadórama. Mora chë causa ats̈e chanjama, Babilonients̈ana más chcoye ts̈ëngaftanga chacmotsë́natsama ca” —chiñe endayana. 44 “Bëngbe tempsca bëts taitanga ents̈anga ndoyena luaroca, chë jatsjacama opodena yebna imnabomna; chë yebnents̈e Bëngbe Bëtsá chë́ngaftaca tojanoyebuambá. Inajebna nts̈amo Bëngbe Bëtsá Moisésbioye tbojanmandacá, y cha tojanma nts̈amo chaojebuama Bëngbe Bëtsá tbojaninÿinÿecá. 45 Bëngbe bëts taitangna chëngbe taitángbents̈ana chë jatsjacama opodena yebna chëngbiama tmojanóyëngacñe, y chënga chë Canaán luaroye Josuéftaca, chë inÿe luaroquë́ngaftaca jéntsjama tmojána ora, chë jebna soye tmojanamba y chocna, Bëngbe Bëtsábeyeca chents̈a ents̈ángbioye Israeloquë́ngbents̈ana tmojtanëbuacna; y chë jebna soyna chë tmojanayënjaná luarents̈e tojanoquedá, rey David yojëftsiyenëntscuana. 46 David ts̈abá mandbomná inamna, chíyeca Bëngbe Bëtsá cháftaca puerte yotsóyejuaye. David chábioye lesencia tbojanotjañe jajebuama, Bëngbe Bëtsá chë Jacob tbojanadorá cha, chents̈e chaotsiyenama. 47 Pero Salomón inamna nda chë Bëngbe Bëtsabe bëts yebna tojanjebuá. 48 Masque chë celoca Bëngbe Bëtsá, ents̈angbe jebna yebniñe ndoñe quenatiyena. Nts̈amo Bëngbe Bëtsabe juabna oyebuambnayá tojanabemcá, ndayá Bëngbe Bëtsá tojanayancá: 49 ‘Celoca endmëna chë luare ndayents̈ana ats̈e tsmánda, y quem luare endmëna nÿe mo canÿe ts̈enëtemcá ndayents̈e ats̈be shecuats̈ënga chjacjaye. As, ¿nts̈amo ats̈biama jebna yebna s̈mochjajebo ca?’ —chë Utabná jayanana—; ‘o ¿ndaye yebnents̈e ats̈e jóchnama chjobenaye, 50 ndegombre cach ats̈e nÿetsca chë soyënga tijamëse ca?’ ” 51 Esteban mënts̈ánaca tojanë́yana: “Ts̈ëngaftanga nÿets tempo josértama ndëbos̈ënga s̈mondmëna; s̈mondbomna ainana mo chë Bëngbe Bëtsábeñe ndos̈buáchiyëngbe ainancá, y Bëngbe Bëtsabe soyëngama nduauenanënga s̈mondmëna. Ts̈ëngaftanga ndocna te ques̈mátsbos̈e chë Uámana Espíritu joyeunayana. Nts̈amo ts̈ëngaftangbe bëts taitanga monjaniyencá, ts̈ëngaftángnaca cachcá. 52 ¿Bëngbe Bëtsabe juabna oyebuambnayënguents̈ana, ndábioye ts̈ëngaftangbe bëts taitanga ndoñe monjanacmena? Chë Bëngbe Bëtsá tojanichamó ents̈anga chënga tmojtsanëbaye, y mëngna ents̈ángbioye imojanabuayiyná Cristo, chë nts̈amo Bëngbe Bëtsá yobos̈cá amá yochjánabama. Pero morna, uayayëngbe cucuats̈iñe cha s̈mojáboshjona y s̈mojóba. 53 Bëngbe Bëtsabe mandënga angelë́ngaftaca ts̈ëngaftanga s̈monjanóyëngacñe, pero chë soyënga ndoñe ques̈mátsyeunana ca” —cha tojanë́yana. 54 Chents̈a mándayënga chca tmojanuena ora, Estébanoftaca tmojanotjayaná y tmojanenaftës̈bonzentsé, rábiaca imojtsemnama. 55 Pero chë Uámana Espíritu Estébanbe ainaniñe corente yojtsemándaye. Celoye yojontjes̈iye y Bëngbe Bëtsabe buashinÿinÿanana yojinÿe, y Jesús, Bëngbe Bëtsabe cats̈bioica yojtsatsana. 56 As, Esteban tojánayana: “¡Mouenënga, sëntsonÿá celoca entsatëfjna y Bëngbe Bëtsá Ents̈á tbojanbemá Bëngbe Bëtsabe cats̈bioica entsemna jtsamë́ndayama ca!” 57 Chora chënga jabuache imojtseyoye, imojtsenamatsachto ndoñe más ntsuenanama y Estébanbioye tmojanontsënja. 58 Chents̈ana, chënga chë pueblents̈ana tmojtsanábocna y ndëts̈béngaca tmojtsanatëchë́nganja. Chë Estébanbioye mal tmojanquedangna ents̈ayangá tmojtsanenátsejca y canÿe bobontse, Saulo ca uabainá, tmojesanábonÿiñe chaotsinÿenama. 59 Ndëts̈béngaca imojtsénanantscuana, Esteban Bëngbe Bëtsáftaca ibojtsencuéntaye y mënts̈á tojánayana: “Bëngbe Utabná Jesús, ats̈be espíritu s̈móyëngaca ca.” 60 Chents̈ana Esteban tojanoshaments̈é y jabuache tojánayana: “¡Bëngbe Utabná, chëngbe bacna soye motsaperdoná ca!” Y chca tojánayana ora, tojanóbana.
sample_nhg_01	nhg	Nahuatl (Tetelcingo)	train	regular_train	b.MAT.1.1	94	In se tocayomej de itajhuehuentzitzihuan Jesucristo yejhuan teicniu itech David niman Abraham.
sample_nhg_02	nhg	Nahuatl (Tetelcingo)	train	regular_train	b.MAT.1.2	129	Abraham tajtli catca itech Isaac, niman Isaac tajtli catca itech Jacob, niman Jacob tajtli catca intech Judá niman icnihuan Judá.
sample_nhg_03	nhg	Nahuatl (Tetelcingo)	train	regular_train	b.MAT.1.3	159	Judá tajtli catca intech Fares niman Zara, niman innan Fares niman Zara itoca catca Tamar. Fares tajtli catca itech Esrom, niman Esrom tajtli catca itech Aram.
sample_nhg_04	nhg	Nahuatl (Tetelcingo)	train	regular_train	b.MAT.1.4	115	Aram tajtli catca itech Aminadab, niman Aminadab tajtli catca itech Naasón, niman Naasón tajtli catca itech Salmón.
sample_nhg_05	nhg	Nahuatl (Tetelcingo)	train	regular_train	b.MAT.1.5	159	Salmón tajtli catca itech Booz, niman inan Booz itoca catca Rahab. Booz tajtli catca itech Obed, niman inan Obed itoca catca Rut. Obed tajtli catca itech Isaí,
sample_nhg_06	nhg	Nahuatl (Tetelcingo)	train	regular_train	b.MAT.1.6	125	niman Isaí tajtli catca itech rey David. Rey David tajtli catca itech Salomón, niman inan Salomón cahuajli catca itech Urías.
sample_nhg_07	nhg	Nahuatl (Tetelcingo)	train	regular_train	b.MAT.1.7	109	Salomón tajtli catca itech Roboam, niman Roboam tajtli catca itech Abías, niman Abías tajtli catca itech Asa.
sample_nhg_08	nhg	Nahuatl (Tetelcingo)	train	regular_train	b.MAT.1.8	109	Asa tajtli catca itech Josafat, niman Josafat tajtli catca itech Joram, niman Joram tajtli catca itech Uzías.
sample_nhg_09	nhg	Nahuatl (Tetelcingo)	train	regular_train	b.MAT.1.9	108	Uzías tajtli catca itech Jotam, niman Jotam tajtli catca itech Acaz, niman Acaz tajtli catca itech Ezequías.
sample_nhg_10	nhg	Nahuatl (Tetelcingo)	train	regular_train	b.MAT.1.10	113	Ezequías tajtli catca itech Manasés, niman Manasés tajtli catca itech Amón, niman Amón tajtli catca itech Josías.
failure_nhg_01	nhg	Nahuatl (Tetelcingo)	train	long_train_candidate	b.JUD.1.12	770	Yejhuamej quichihuaj tlajtlamach yejhuan tepinajtij ne ipan nemoilhuihuan campa nentlacuaj ican tetlajsojtlalistli. Yejhuamej tlacuaj niman tlaonij ican paquilistli san secan, nion quintaj tla ocsequimej quimpolohua. San nelnamiquij yejhuamej. Masqui ijcon nohuicaj xpinahuaj. Yejhuamej quen itlaj moxtli yejhuan xquipia atl niman cuica ajacatl, pampa notenehuaj ica quimatij miyec tlajtlamach itech ica Dios, pero innemilis quiteititiaj ica xnejli. No ijcomej quen on cojtlaquijlomej yejhuan xijsijcan tlaquij ijcuac yoyejcoc on tonaltin para tlaquisquej. On cojtin ocpa ixpolijtoquej. Ixpolijtoquej pampa huaquij, niman pampa xnelhuayojquej. Ijcon, tej, on tlacamej no ocpa ixpolijtoquej. Ixpolijtoquej pampa xquipiaj yencuic nemilistli, niman no ipampa itlahuel Dios.
sample_oji_01	oji	Ojibwa	train	regular_train	b.MAT.1.1	81	ᒦᑕᔥ ᐅᐅᐌ ᐁᔑᐲᐃᑳᑌᓂᒃ ᐋᓃᑎ ᒋᓴᔅ X ᑳᐱᐅᒋ ᓂᑖᐎᑭᒡ, ᒦ ᐊᐌ ᑳᐅᑕᑳᓀᓯᒡ ᑌᐱᑎᕽ, ᑫᐐᓐ ᐁᑮᐅᑕᑳᓀᓯᓂᒡ ᐁᐸᕒᐊᐋᒥᕽ ᙮
sample_oji_02	oji	Ojibwa	train	regular_train	b.MAT.1.2	88	ᐁᐸᕒᐊᐋᒻ ᑮᐅᑯᓯᓯ ᐃᓂ ᐋᐃᓯᑰᓐ ᒦᓇᐙᔥ ᐊᐌ ᐋᐃᓯᒃ ᑮᐊᓂ ᐅᑯᓯᓯ ᐃᓂ ᒉᑲᐴᓐ, ᑲᔦ ᒉᑲᑉ ᑮᐊᓂ ᐅᑯᓯᓯ ᐃᓂ ᒎᑕᐗᓐ, ᐐᒋᑭᐌᔨᓂ ᑲᔦ᙮
sample_oji_03	oji	Ojibwa	train	regular_train	b.MAT.1.3	105	ᔑᑾ ᒎᑕ ᑮᐅᑯᓯᓯ ᐃᓂᐌᓂᐗᐞ ᐲᕒᐃᓴᓐ, ᓰᕒᐋᐗᓐ ᙮ ᑌᒫᕒ ᑕᔥ ᑮᐃᔑᓂᑳᓱᐗᓐ ᐅᒫᒫᐙᓐ᙮ ᑲᔦ ᐲᕒᐃᔅ ᑮᐅᑯᓯᓯ ᐃᓂ ᐁᔅᕒᐊᓇᓐ ᑲᔦ ᐁᔅᕒᐊᓐ ᑮᐅᑯᓯᓯ ᐃᓂ ᐅᕒᐋᒪᓐ,
sample_oji_04	oji	Ojibwa	train	regular_train	b.MAT.1.4	83	ᑲᔦ ᐅᕒᐋᒻ ᑮᐊᓂ ᐅᑯᓯᓯ ᐃᓂ ᐊᒥᓇᑖᐸᓐ, ᑲᔦ ᐊᒥᓇᑖᑉ ᑮᐊᓂ ᐅᑯᓯᓯ ᐃᓂ ᓈᔕᓇᓐ, ᒦᓇᐙᔥ ᓈᔕᓐ ᑮᐊᓂ ᐅᑯᓯᓯ ᐃᓂ ᓵᓬᒪᓇᓐ ᙮
sample_oji_05	oji	Ojibwa	train	regular_train	b.MAT.1.5	119	ᑲᔦ ᓵᓬᒪᓐ ᑮᐊᓂ ᐅᑯᓯᓯ ᐃᓂ ᐴᐙᓴᓐ ᙮ ᐅᕒᐁᐋᑉ ᑮᐃᔑᓂᑳᓱᐗᓐ ᐅᒫᒫᓐ᙮ ᑲᔦ ᐴᐙᔅ ᑮᐊᓂ ᐅᑯᓯᓯ ᐃᓂ ᐆᐱᑕᓐ ᙮ ᐅᕒᐆᑦ ᑮᐃᔑᓂᑳᓱᐗᓐ ᐅᒫᒫᓐ᙮ ᑲᔦ ᐆᐱᑦ ᑮᐊᓂ ᐅᑯᓯᓯ ᐃᓂ ᒉᓯᐗᓐ ᙮
sample_oji_06	oji	Ojibwa	train	regular_train	b.MAT.1.6	78	ᒉᓯ ᑮᐅᑯᓯᓯ ᐃᓂ ᑌᐱᑕᓐ ᑳᑮ ᑭᒋᐅᑭᒫᐎᓂᒡ᙮ ᑲᔦ ᑌᐱᑦ ᑮᐊᓂ ᐅᑯᓯᓯ ᐃᓂ ᔂᓬᐊᒪᓇᓐ ᙮ ᔪᕒᐋᔭ ᐐᐗᓐ ᑮᐅᒫᒫ ᔂᓬᐊᒪᓐ᙮
